,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03
"AQI_Ghaziabad, Uttar Pradesh (Loni, Ghaziabad )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.91,213.28793103448277,320.2717391304348,333.8330434782609,306.60052631578947,152.16709677419357,95.46074074074075,101.10689655172413,283.14608695652174,318.57428571428574,317.3257692307692,216.4172,255.80517241379312,139.8353846153846,151.02689655172412,197.80833333333334,156.0989285714286,98.4074074074074,74.9686956521739,145.1906666666667,352.875,366.195,379.1933333333333,430.0,389.8457142857143,349.69142857142856,309.53714285714284,269.3828571428571,229.22857142857143,137.98758620689654,112.66870967741936,82.76592592592591,246.915,412.7975,333.3,301.57733333333334,275.63272727272727,310.633,424.98333333333335,320.61266666666666,304.22956521739127,100.78277777777777,80.86923076923077,222.14211538461538,363.415,222.67689655172416,203.3669230769231,205.0585,197.11833333333334,144.9023076923077
"AQI_Greater Noida, Uttar Pradesh (Knowledge Park   V, Greater Noida )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.9871428571428,167.62,114.42,112.91724137931034,290.4493333333333,306.5513333333334,332.5625,279.64,261.1662068965517,154.22666666666666,115.39842105263159,138.65483870967742,134.40833333333333,90.85300000000001,63.23461538461538,141.42083333333335,352.9536363636364,265.536,343.98699999999997,328.12845454545453,312.2699090909091,296.41136363636366,201.614,191.23848148148147,180.86296296296297,158.52466666666666,115.73142857142857,87.69900000000001,217.16,369.17928571428575,266.4425806451613,200.0,189.0411111111111,205.36379310344827,312.06666666666666,228.89793103448275,210.3841379310345,79.64533333333334,91.48709677419355,112.64689655172414,257.2757142857143,338.10689655172416,340.8842307692308,301.678,224.68533333333335,154.41285714285715
"AQI_Noida, Uttar Pradesh (Sector 1, Noida )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.82857142857145,147.94827586206895,84.26896551724138,81.15892857142856,222.2703448275862,251.4664,302.52333333333337,229.74277777777777,197.4652,116.99875,111.9175,137.77,103.77000000000001,73.55633333333334,57.2915,123.03250000000001,283.3964285714286,317.06541666666664,317.767,282.34366666666665,261.60370370370373,205.22903225806454,193.62066666666666,146.63190476190476,139.30107142857142,105.7925806451613,106.68,61.821333333333335,186.94962962962964,382.01076923076926,301.3866666666667,243.75958333333332,174.21772727272727,192.9036,297.57166666666666,238.6203846153846,231.17894736842103,73.125,45.73,75.55,330.5172727272727,240.88000000000002,232.068,219.75967741935486,166.57888888888888,125.88966666666667
"AQI_Noida, Uttar Pradesh (Sector 116, Noida )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.37857142857143,144.74517241379309,81.48344827586207,77.27444444444444,216.2648148148148,205.26333333333332,284.937,230.56620689655173,165.83454545454546,113.4403846153846,117.622,120.42392857142856,104.41,58.70428571428572,54.2588,97.31428571428572,343.434375,297.7948,368.72076923076924,392.8875,301.27647058823527,268.0708333333333,224.54180555555556,181.01277777777779,137.48375000000001,106.52931034482758,112.73318181818182,68.72074074074074,189.86222222222221,352.015,293.0364,175.65200000000002,190.57692307692307,179.17962962962963,290.67600000000004,322.5833333333333,196.28,234.58928571428572,272.8985714285714,311.20785714285716,349.51714285714286,360.5416666666667,266.91052631578947,255.6410344827586,191.28166666666667,129.9
"AQI_Meerut, Uttar Pradesh (Jai Bhim Nagar, Meerut )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.92,98.0775,139.85655555555556,181.6356111111111,223.41466666666665,204.89733333333334,261.3048,180.49,165.58526315789473,142.75,139.88933333333333,137.02866666666668,134.168,188.53475,242.9015,297.26824999999997,351.635,280.74611111111113,278.4857894736842,242.32,266.2833333333333,290.24666666666667,178.17727272727274,209.53488636363636,240.89249999999998,103.45416666666667,72.72285714285715,49.27304347826087,162.44941176470587,350.83125,152.04,159.18033333333332,166.32066666666665,173.461,180.60133333333334,187.74166666666667,194.882,202.02233333333334,209.16266666666667,216.303,223.44333333333336,178.96800000000002,172.45470588235295,199.95827586206897,147.442,147.442
"AQI_Lucknow, Uttar Pradesh (Gomti Nagar, Lucknow )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.050000000000004,48.36954545454545,122.34409090909092,153.63750000000002,136.34724137931036,109.40608695652175,101.20479999999999,125.50464285714285,143.76035714285715,120.02066666666666,138.05689655172415,51.20666666666667,44.911071428571425,72.79310344827586,120.00399999999999,142.43214285714285,133.48133333333334,129.64999999999998,108.84434782608696,54.892999999999994
"AQI_Meerut, Uttar Pradesh (Ganga Nagar, Meerut )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.765,244.24966666666666,248.61741935483872,172.38533333333334,149.285,107.12892857142857,130.7,145.03642857142856,119.46206896551725,67.45275862068965,42.45,55.270535714285714,68.09107142857144,80.91160714285715,93.73214285714286,106.55267857142857,119.3732142857143,132.19375000000002,145.01428571428573,157.83482142857144,170.65535714285716,183.47589285714287,196.29642857142858,209.1169642857143,221.9375,344.5013793103449,268.6375,235.14000000000001,251.19285714285712,282.78677419354835,258.47846153846154,120.64904761904762,128.59736842105264,54.708064516129035,124.77714285714286,139.88333333333333,236.12800000000001,216.9618181818182,211.87894736842105,299.60566666666665,260.5373913043478,113.98941176470588
"AQI_Meerut, Uttar Pradesh (Pallavpuram Phase 2, Meerut )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.81608695652176,211.3417857142857,245.9952,201.1423076923077,210.29049999999998,146.00095238095238,161.67038461538462,159.19956521739132,111.3404,79.8175,128.83764880952378,177.8577976190476,226.87794642857142,275.8980952380952,323.5510344827586,279.61678571428575,301.38714285714286,329.92454545454547,259.71000000000004,237.12666666666667,214.54333333333332,96.58678571428571,88.61285714285714,62.803,169.93333333333334,365.49699999999996,192.6625,170.549,185.5978947368421,184.8975,360.215,183.1157142857143,154.32714285714286,125.53857142857143,96.75,105.354,162.771875,165.6888888888889,157.54903225806453,173.47642857142858,193.75173913043477,136.4075
"AQI_Kanpur, Uttar Pradesh (IITK, Kanpur )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.406,150.58884615384616,114.97916666666667,96.07035714285713,60.14074074074074,44.150000000000006,40.5551724137931,44.01869565217391,44.20321428571429,39.910333333333334,74.41166666666666,178.266875,162.06636904761905,145.8658630952381,129.66535714285715,113.46485119047618,97.26434523809523,81.06383928571427,64.86333333333333,39.40541666666667,31.866956521739127,45.72814814814815,46.881764705882354,70.21796568627451,93.55416666666667,143.735,143.735,143.735
"AQI_Agra, Uttar Pradesh (Shastripuram, Agra )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.81545454545453,100.18470588235294,67.035,74.65791666666667,160.41285714285712,220.33285714285714,151.15740740740742,110.075,85.32714285714285,107.75625,107.2,127.23272727272727,52.86,41.42,50.745000000000005,38.17153846153846,73.575,60.645,78.74249999999999,68.90928571428572,53.65380952380953,38.39833333333333
"AQI_Varanasi, Uttar Pradesh (Bhelupur, Varanasi )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.645714285714284,42.21071428571429,41.922000000000004,43.10206896551724,77.57000000000001,174.3,120.045,105.64433333333334,109.61884615384616,118.89225806451613,133.68652173913043,88.78709677419356,81.15642857142858,61.18636363636363,53.998387096774195,68.71652173913044,113.00548387096775,124.91625,102.00666666666666,80.25730769230769,67.625,75.57793103448276
"AQI_Agra, Uttar Pradesh (Sector 3B Avas Vikas Colony, Agra )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.18076923076923,75.78555555555556,73.07423076923077,49.45466666666667,173.48321428571427,262.47433333333333,174.6048148148148,147.41433333333333,101.38925925925926,119.25428571428571,125.89217391304348,103.99366666666667,78.97678571428571,27.091290322580647,27.114482758620692,40.53038461538461,81.55178571428571,109.11999999999999,93.21892857142858,76.70555555555556,37.78363636363636,50.838928571428575
"AQI_Varanasi, Uttar Pradesh (IESD Banaras Hindu University, Varanasi )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.35888888888889,40.42230769230769,46.40962962962963,39.758620689655174,73.82870967741935,140.7475,99.08285714285715,93.95041666666667,78.97909090909091,85.9615,99.33,78.84629629629629,73.95407407407407,46.579130434782606,50.361428571428576,51.49035714285714,110.61583333333333,100.217,84.61129032258064,61.942903225806454,45.29454545454546,57.92967741935484
"AQI_Gorakhpur, Uttar Pradesh (Madan Mohan Malaviya University of Technology, Gorakhpur )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.875384615384615,22.962222222222223,27.269642857142856,110.1703846153846,183.95466666666667,101.259,100.64206896551724,71.09037037037037,80.11833333333334,69.34714285714286,41.85038461538461,45.58115384615384,46.5408,46.02421052631579,49.67,87.60629629629629,127.01357142857144,125.7244827586207,119.79299999999999,110.14785714285713,78.06548387096775
"AQI_Prayagraj, Uttar Pradesh (Motilal Nehru NIT, Prayagraj )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.815999999999995,45.38434782608695,47.111599999999996,38.56296296296296,84.629375,164.29357142857143,125.67466666666668,114.89933333333333,118.52115384615385,138.10615384615386,151.9295652173913,120.16045454545453,102.0942857142857,65.46464285714286,68.9137037037037,52.46,88.6557142857143,115.3948275862069,95.14235294117647,97.51692307692308,80.88291666666667,100.68615384615386
"AQI_Agra, Uttar Pradesh (Manoharpur, Agra )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.85739130434781,71.92346153846154,60.5395,38.143750000000004,131.24206896551723,214.71300000000002,128.11032258064517,106.43866666666666,91.48590909090909,115.454375,117.97076923076922,103.81,82.99966666666666,25.68423076923077,45.826,37.00142857142857,81.12625,65.176,65.29285714285714,72.79,49.239999999999995,73.864
"AQI_Lucknow, Uttar Pradesh (B R Ambedkar University, Lucknow )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.13083333333334,37.32689655172414,36.909285714285716,26.36730769230769,118.90733333333334,229.69444444444446,153.30241379310343,108.61148148148149,87.42357142857144,129.81166666666667,158.95708333333332,99.31692307692308,109.587,42.871785714285714,35.16645161290323,53.63066666666667,105.58741935483872,156.75416666666666,165.982,128.39464285714286,117.29947368421053,84.67347826086957
"AQI_Prayagraj, Uttar Pradesh (Jhunsi, Prayagraj )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.68076923076923,82.8255,61.071052631578944,61.43703703703704,113.9636,220.11137931034483,131.9744827586207,115.60689655172413,105.88928571428572,118.55655172413793,132.2996551724138,112.27413793103447,107.66947368421053,106.48428571428572,84.62333333333333,57.925555555555555,88.88806451612903,123.22833333333332,152.13,139.35714285714286,117.4416,98.15967741935484
"AQI_Firozabad, Uttar Pradesh (Nagla Bhau, Firozabad )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.675,57.913199999999996,34.4268,105.29066666666668,257.1477777777778,176.22629629629628,133.09896551724137,102.68695652173913,106.69166666666666,106.41833333333334,98.7772,92.935,82.47130434782608,60.13583333333333,104.06863636363637,63.157777777777774,69.856,90.12307692307694,96.298125,74.9635,57.80041666666667
"AQI_Prayagraj, Uttar Pradesh (Nagar Nigam, Prayagraj )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.664,42.635999999999996,34.21388888888889,85.738,168.886,129.68866666666665,106.124,93.5836,104.10586206896551,119.18038461538461,120.26172413793104,88.682,74.70045454545455,73.37814814814816,63.63045454545454,114.0038888888889,140.02880000000002,110.38655172413793,130.40833333333333,57.19894736842105,53.56733333333333
"AQI_Lucknow, Uttar Pradesh (Kukrail Picnic Spot 1, Lucknow )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.917857142857144,36.098333333333336,30.941999999999997,83.39925925925927,140.92448275862068,120.61538461538461,96.61551724137931,91.36851851851851,106.83161290322582,120.94366666666666,70.5248275862069,76.54703703703704,55.971599999999995,37.73185185185185,48.072399999999995,104.84117647058824,122.92041666666667,139.85791666666668,100.98518518518519,110.51782608695652,77.83133333333333
"AQI_Kanpur, Uttar Pradesh (NSI Kalyanpur, Kanpur )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.80307692307693,67.93689655172415,43.392222222222216,91.14592592592592,176.69310344827588,156.92666666666668,127.62166666666667,110.13925925925926,114.25724137931034,126.98034482758621,112.45758620689655,117.12766666666667,42.69709677419355,37.97366666666667,50.346,97.20633333333333,164.65633333333332,142.24677419354836,129.53482758620692,110.4032,100.109
"AQI_Varanasi, Uttar Pradesh (Maldahiya, Varanasi )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.45772727272727,48.30766666666667,48.652,74.89200000000001,173.67137931034483,126.01310344827587,120.85952380952382,103.7975,109.20709677419354,123.50399999999999,82.28925925925925,82.63,55.50961538461539,57.62241379310345,65.05178571428571,105.17448275862068,114.91166666666666,91.8,86.09,74.27142857142857,76.06375
"AQI_Agra, Uttar Pradesh (Rohta, Agra )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.61181818181819,66.43522727272727,71.25863636363637,76.08204545454547,80.90545454545455,85.72886363636364,90.55227272727274,355.26666666666665,339.33,79.38928571428572,78.86333333333333,36.518,31.32,40.58678571428572,76.20952380952382,73.9747619047619,55.17727272727273,74.511,40.97684210526315,38.1395
"AQI_Vrindavan, Uttar Pradesh (Omex Eternity, Vrindavan )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.79285714285714,38.16115384615385,136.47833333333332,242.4489655172414,147.62925925925924,108.08120000000001,95.2295652173913,123.89322580645161,154.0847619047619,130.33526315789473,103.60103448275864,44.54866666666667,46.757600000000004,59.09448275862069,87.92620689655173,128.39966666666666,115.07565217391303,119.99600000000001,155.1257142857143,131.66344827586207
"AQI_Kanpur, Uttar Pradesh (FTI Kidwai Nagar, Kanpur )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.90217391304348,85.65142857142857,167.065,167.45137931034483,134.77645161290323,118.67178571428572,132.04548387096773,136.594,112.77766666666666,132.2014814814815,46.98724137931035,40.298,50.55777777777777,109.16285714285713,188.88333333333333,150.34,128.79357142857143,118.65142857142857,85.47689655172414
"AQI_Agra, Uttar Pradesh (Shahjahan Garden, Agra )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7275,137.0703448275862,201.575,116.63600000000001,100.36214285714286,91.68954545454545,96.7057142857143,100.93,112.34,66.33642857142857,33.116,46.01695652173913,38.63392857142857,58.378125,77.67,49.394999999999996,53.696666666666665,55.72,45.672222222222224
"AQI_Moradabad, Uttar Pradesh (Employment Office, Moradabad )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.757,137.67600000000002,156.42090909090908,105.19739130434782,133.97333333333333,153.16037037037037,94.00076923076924,126.30571428571429,55.01925925925926,80.96777777777778,70.5992,93.31172413793104,115.765,101.83032258064517,93.08064516129032,99.88857142857144,105.3844
"AQI_Moradabad, Uttar Pradesh (Buddhi Vihar, Moradabad )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.636,92.16290322580646,66.80178571428571,81.19833333333332,99.70933333333333,62.091071428571425,68.92821428571429,52.303703703703704,59.84548387096774,49.02961538461538,91.76750000000001,114.0792857142857,107.43366666666667,93.59966666666666,95.50535714285715,99.37413793103448
"AQI_Moradabad, Uttar Pradesh (Jigar Colony, Moradabad )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.495,117.77666666666667,91.115,112.5758064516129,134.45366666666666,87.8364,111.94535714285713,49.521034482758616,59.16857142857143,43.71153846153846,85.62260869565218,114.36928571428572,98.02533333333334,89.4326923076923,82.82814814814816,98.86357142857142
"AQI_Moradabad, Uttar Pradesh (Eco Herbal Park, Moradabad )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.09416666666667,148.52304347826086,175.43266666666668,198.95478260869567,166.54565217391306,232.78944444444446,51.67458333333334,72.51954545454545,85.55499999999999,130.89333333333332,109.59172413793102,103.02888888888889,83.2925806451613,80.18304347826087,96.97625000000001
"AQI_Baghpat, Uttar Pradesh (Sardar Patel Inter College, Baghpat )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.68,131.08789473684212,108.23961538461539,41.3316,60.696666666666665,73.59346153846153,143.8355,178.71730769230768,170.29916666666668,186.203,162.13181818181818,137.074
"AQI_Firozabad, Uttar Pradesh (Vibhab Nagar, Firozabad )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.69583333333333,116.91999999999999,118.31795454545454,119.7159090909091,119.67555555555555,49.04666666666667,67.24136363636363,97.514,97.46578947368421,84.3232,99.98125,102.49136363636363,110.10266666666666,77.25473684210526
"AQI_Jhansi, Uttar Pradesh (Shivaji Nagar, Jhansi )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.1226086956522,149.2753846153846,169.93526315789472,165.8804761904762,121.06176470588237,43.12157894736842,49.010000000000005,73.91666666666667,119.49,157.1476,144.83800000000002,119.63535714285715,89.54285714285713,72.753125
"AQI_Bareilly, Uttar Pradesh (Rajendra Nagar, Bareilly )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.67000000000002,47.143125,58.28892857142857,77.54785714285715,111.74354838709678,142.30333333333334,144.98206896551721,103.18,101.5684,76.91678571428572
"AQI_Khurja, Uttar Pradesh (Kalindi Kunj, Khurja )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.274,64.1975,112.46523809523809,86.23724137931035,176.01133333333334,119.13566666666667,141.69555555555556,138.152,98.19115384615384,86.88481481481482
"AQI_Moradabad, Uttar Pradesh (Transport Nagar, Moradabad )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.9275,76.98322580645161,90.80633333333334,75.13692307692307,112.83833333333334,125.98821428571429,114.38931034482758,93.91344827586207,87.65692307692308,91.843
"AQI_Moradabad, Uttar Pradesh (Kashiram Nagar, Moradabad )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.17909090909092,53.87193548387096,77.53516129032259,54.78655172413793,94.64233333333333,112.91103448275862,106.01241379310345,92.77074074074073,85.61777777777777,102.49928571428572
"AQI_Bareilly, Uttar Pradesh (Civil Lines, Bareilly )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.71315789473684,71.68413793103448,127.56035714285714,123.22,129.23,102.06925925925925,87.82208333333334,72.03
